schema,table,column,inferred_dtype
agriculture,synthetic_fertilizer_application_emissions_sources,other9,empty
forestry_and_land_use,forest_land_fires_emissions_sources,geometry_ref,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,capacity_factor,string
forestry_and_land_use,water_reservoirs_emissions_sources,lat,string
manufacturing,aluminum_emissions_sources,other7,string
forestry_and_land_use,removals_emissions_sources,emissions_factor,empty
manufacturing,aluminum_emissions_sources_ownership,source_name,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,n2o_emissions,empty
transportation,domestic_aviation_emissions_sources_confidence,ch4_emissions,string
forestry_and_land_use,net_forest_land_emissions_sources,other2_def,string
forestry_and_land_use,net_wetland_emissions_sources,other6_def,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,other6,empty
mineral_extraction,copper_mining_emissions_sources,iso3_country,string
agriculture,rice_cultivation_emissions_sources,other8_def,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,capacity,string
transportation,international_aviation_emissions_sources_ownership,subsector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,source_id,string
agriculture,synthetic_fertilizer_application_emissions_sources,other8_def,empty
fossil_fuel_operations,coal_mining_emissions_sources,capacity_units,string
manufacturing,steel_emissions_sources_ownership,source_name,string
transportation,road_transportation_emissions_sources,other6_def,empty
manufacturing,aluminum_emissions_sources,source_name,string
transportation,railways_country_emissions,start_time,string
power,electricity_generation_emissions_sources,other9,empty
forestry_and_land_use,removals_emissions_sources_confidence,activity,string
agriculture,cropland_fires_emissions_sources_confidence,modified_date,empty
transportation,domestic_aviation_country_emissions,sector,string
agriculture,manure_management_cattle_feedlot_country_emissions,iso3_country,string
transportation,international_shipping_emissions_sources_confidence,capacity,string
agriculture,rice_cultivation_emissions_sources,other3_def,string
power,electricity_generation_emissions_sources_ownership,modified_date,empty
transportation,domestic_shipping_emissions_sources_confidence,co2_emissions,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,source_type,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,capacity,string
transportation,domestic_shipping_country_emissions,end_time,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other2_def,string
manufacturing,other_manufacturing_emissions_sources,other7,empty
forestry_and_land_use,removals_emissions_sources,capacity_factor,empty
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,iso3_country,string
manufacturing,steel_emissions_sources_confidence,capacity_factor,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,total_co2e_100yrgwp,string
agriculture,cropland_fires_emissions_sources,other1,string
mineral_extraction,sand_quarrying_country_emissions,emissions_quantity_units,string
forestry_and_land_use,net_shrubgrass_emissions_sources,source_id,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other6_def,empty
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,n2o_emissions_factor,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,end_date,string
manufacturing,petrochemicals_emissions_sources_confidence,co2_emissions_factor,string
waste,solid_waste_disposal_country_emissions,gas,string
manufacturing,aluminum_emissions_sources,other10,empty
agriculture,synthetic_fertilizer_application_emissions_sources,other3_def,string
agriculture,other_agricultural_soil_emissions_country_emissions,temporal_granularity,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,other4_def,empty
mineral_extraction,bauxite_mining_emissions_sources_ownership,geometry_ref,string
transportation,international_shipping_country_emissions,gas,string
manufacturing,steel_emissions_sources_ownership,company_name,string
forestry_and_land_use,removals_emissions_sources,activity,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources,other2,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,capacity,string
forestry_and_land_use,forest_land_clearing_emissions_sources,lon,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,co2_emissions,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,start_time,string
agriculture,cropland_fires_emissions_sources,other4,empty
transportation,domestic_shipping_emissions_sources_confidence,total_co2e_100yrgwp,string
manufacturing,aluminum_emissions_sources,emissions_quantity,string
manufacturing,other_manufacturing_country_emissions,end_time,string
manufacturing,aluminum_emissions_sources_ownership,company_name,string
transportation,international_aviation_emissions_sources_ownership,percent_interest_parent,string
agriculture,cropland_fires_country_emissions,modified_date,empty
manufacturing,pulp_and_paper_country_emissions,gas,string
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,end_time,string
manufacturing,petrochemicals_emissions_sources,other2,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,source_type,empty
forestry_and_land_use,wetland_fires_emissions_sources,other2_def,string
forestry_and_land_use,net_wetland_country_emissions,sector,string
power,electricity_generation_emissions_sources,other3_def,string
agriculture,rice_cultivation_emissions_sources_confidence,end_time,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,forest_land_fires_emissions_sources,other8_def,empty
waste,wastewater_treatment_and_discharge_emissions_sources,lon,string
fossil_fuel_operations,other_fossil_fuel_operations_country_emissions,created_date,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,source_id,string
power,electricity_generation_emissions_sources,geometry_ref,string
transportation,international_aviation_emissions_sources_ownership,modified_date,string
transportation,international_shipping_emissions_sources,other9,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,source_name,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,subsector,string
agriculture,other_agricultural_soil_emissions_country_emissions,iso3_country,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,sector,string
forestry_and_land_use,net_wetland_emissions_sources,other2,string
fossil_fuel_operations,coal_mining_emissions_sources,sector,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other9,empty
transportation,road_transportation_emissions_sources_confidence,source_type,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,lat,string
agriculture,cropland_fires_emissions_sources_confidence,subsector,string
transportation,international_aviation_country_emissions,created_date,string
waste,solid_waste_disposal_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,end_time,string
manufacturing,cement_emissions_sources_ownership,created_date,string
manufacturing,petrochemicals_emissions_sources_confidence,modified_date,empty
transportation,international_shipping_emissions_sources,other9_def,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,source_id,string
agriculture,synthetic_fertilizer_application_emissions_sources,geometry_ref,string
manufacturing,steel_emissions_sources,other2_def,string
forestry_and_land_use,forest_land_fires_emissions_sources,other9,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,other5,empty
waste,wastewater_treatment_and_discharge_emissions_sources,other6_def,empty
agriculture,rice_cultivation_emissions_sources,geometry_ref,string
fossil_fuel_operations,coal_mining_country_emissions,created_date,string
manufacturing,cement_emissions_sources,created_date,string
waste,solid_waste_disposal_emissions_sources,other1,string
power,electricity_generation_emissions_sources_ownership,percent_interest_parent,string
manufacturing,other_manufacturing_emissions_sources,geometry_ref,string
manufacturing,aluminum_emissions_sources,end_time,string
mineral_extraction,iron_mining_emissions_sources,sector,string
transportation,road_transportation_emissions_sources,iso3_country,string
transportation,domestic_aviation_country_emissions,emissions_quantity_units,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,source_id,string
mineral_extraction,copper_mining_country_emissions,modified_date,empty
mineral_extraction,copper_mining_emissions_sources_ownership,subsector,string
fossil_fuel_operations,solid_fuel_transformation_country_emissions,start_time,string
waste,solid_waste_disposal_emissions_sources,emissions_factor,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,lon,string
manufacturing,steel_emissions_sources_ownership,geometry_ref,string
manufacturing,other_manufacturing_emissions_sources_confidence,start_time,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other2_def,string
manufacturing,chemicals_country_emissions,end_time,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,ch4_emissions_factor,empty
manufacturing,aluminum_emissions_sources,other5,string
forestry_and_land_use,water_reservoirs_country_emissions,gas,string
power,electricity_generation_country_emissions,iso3_country,string
forestry_and_land_use,removals_country_emissions,iso3_country,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,capacity_units,empty
